# phrase	weight
# Auto-generated from sepidmnorozy/Chinese_sentiment train split (char n-gram log-odds).
實在太	-0.2705
服務也很	0.2704
的人生	0.2703
書的時候	0.2703
書的時	0.2703
髒的	-0.2702
隨便	-0.2696
後再也不	-0.2696
這麼差的	-0.2696
過的最差的	-0.2696
就可	0.2696
一本	0.2694
ip	-0.2692
極其	-0.2692
環境很好	0.2691
天看	0.2691
不禁	0.2691
來很舒	0.2691
成長的	0.2691
境很好	0.2691
華碩的	0.2691
配置都	0.2691
不錯鍵	0.2691
2g內	0.2691
雙核	0.2691
配置比較	0.2691
的應	0.2691
鍵盤很	0.2691
不錯還	0.2691
較合理	0.2691
起來很舒	0.2691
統也	0.2691
系統也	0.2691
深處	0.2691
很舒適	0.2691
2g內存	0.2691
算了	-0.2683
本書的	0.2681
淨整潔	0.2679
乾淨整潔	0.2679
錯比	0.2679
趣的	0.2676
精美	0.2676
看過	0.2675
間沒有	-0.2673
點不	0.2671
是最	0.2669
色的	0.2668
前臺說	-0.2666
費用	-0.2666
臺說	-0.2666
蚊子	-0.2666
不要去	-0.2666
廁所	-0.2664
前臺服務員	-0.2664
臺服務員	-0.2664
點是	0.2662
看了這	0.2662
也很不錯	0.2661
配置很	0.2661
的顯	0.2661
講解	0.2661
完美的	0.2661
房間乾	0.2661
房間乾淨	0.2661
幕很	0.2661
屏幕很	0.2661
的屏	0.2661
小了	0.2660
別是	0.2655
退貨	-0.2654
房卡	-0.2654
人房	-0.2654
沒有辦法	-0.2650
有辦法	-0.2650
地上	-0.2650
酒店真	-0.2650
相比	0.2648
不實	-0.2648
不下去	-0.2648
暖氣	-0.2648
騷擾	-0.2642
是怎麼	-0.2642
的家	0.2641
盤也	0.2641
lin	0.2641
較有	0.2641
是攜	-0.2636
意的	0.2633
長大	0.2632
很豐	0.2632
試試	0.2632
建議攜	-0.2625
議攜	-0.2625
費我	-0.2625
建議攜程	-0.2625
議攜程	-0.2625
點都	-0.2623
不下	-0.2623
預定的	-0.2620
也會	0.2619
很不	0.2617
是從	0.2617
較方	0.2617
的好	0.2616
ct	-0.2610
ma	0.2610
比不	0.2608
優秀	0.2608
感覺還不	0.2608
覺還不	0.2608
sa	0.2608
基本	0.2603
智慧	0.2601
度也很	0.2601
免費升級	0.2599
深深	0.2599
背景	0.2599
猶豫	0.2599
費升級	0.2599
各位	-0.2597
太失望了	-0.2594
太失望	-0.2594
不會再去	-0.2594
差服	-0.2594
這麼差	-0.2594
不會去	-0.2594
差服務	-0.2594
黴的	-0.2594
輕鬆	0.2593
在太	-0.2589
更多的	0.2586
做的	0.2582
對客	-0.2580
退房時	-0.2580
學生	0.2572
是很不	0.2568
理由	-0.2564
知道這	-0.2564
很不舒	-0.2561
他們說	-0.2561
一個房	-0.2561
細細	0.2561
是最好的	0.2561
大氣	0.2561
模式	0.2561
不錯很	0.2561
mi	0.2561
gh	0.2561
很美	0.2561
的主	0.2560
的作品	0.2556
的優	0.2556
住酒店	-0.2555
住酒	-0.2555
服務意	-0.2551
務意	-0.2551
很不好	-0.2551
的一本	0.2550
該是	0.2549
的想	0.2545
主人公	0.2545
色彩	0.2545
人公	0.2545
了一點	0.2545
的門	-0.2545
位置	0.2545
風格	0.2535
速度也很	0.2534
host	0.2534
起來很舒服	0.2534
過癮	0.2534
常棒	0.2534
很超	0.2534
安裝x	0.2534
物都	0.2534
悲傷	0.2534
ghos	0.2534
作系統	0.2534
得起這	0.2534
傷感	0.2534
領域	0.2534
錯鍵盤	0.2534
很超值	0.2534
1g內存	0.2534
安裝xp	0.2534
京東送	0.2534
非常棒	0.2534
ghost	0.2534
自帶的	0.2534
東送	0.2534
操作系	0.2534
1g內	0.2534
音質	0.2534
來很舒服	0.2534
很順利	0.2534
操作系統	0.2534
是完美屏	0.2534
ad的	0.2534
觀時	0.2534
xp的	0.2534
不錯鍵盤	0.2534
gho	0.2534
比比較	0.2534
間都	-0.2532
我的房	-0.2531
太舊	-0.2531
tri	-0.2530
trip	-0.2530
ctri	-0.2530
道歉	-0.2530
ctrip	-0.2530
rip	-0.2530
較方便	0.2528
了自己	0.2526
做到	0.2526
產品	0.2526
的啟	0.2525
m的	0.2525
質感	0.2525
還是很不錯的	0.2525
錯只	0.2525
神祕	0.2525
珍惜	0.2525
好裝	0.2525
現在	0.2525
算不	0.2523
就是一個	-0.2521
務員說	-0.2521
房間太小	-0.2521
服務員說	-0.2521
入睡	-0.2520
直就是	-0.2520
簡直就是	-0.2520
感覺還不錯	0.2519
一定會	0.2519
覺還不錯	0.2519
個女	0.2519
間乾	0.2516
就送	0.2516
童年	0.2516
io	0.2516
工還	0.2516
保護	0.2516
裝上	0.2516
抱著	0.2516
的心態	0.2516
量很好	0.2516
多的	0.2513
大失	-0.2513
以後再也不	-0.2513
發黴的	-0.2513
的房費	-0.2513
住過的最差的	-0.2513
家千萬	-0.2513
大家千萬	-0.2513
大家千	-0.2513
家千	-0.2513
on	0.2510
欣賞	0.2510
性化	0.2510
看了這本書	0.2510
li	0.2510
先生的	0.2500
通知	-0.2500
新裝修	0.2500
到這本書	0.2500
動物	0.2499
剛開始	0.2499
那時	0.2499
務也很	0.2499
讀者	0.2497
特點	0.2495
一點都	-0.2494
能不	0.2489
負責	-0.2488
讓我們	0.2481
要住這	-0.2476
丹的	-0.2476
竟然說	-0.2476
看不下	-0.2476
二星	-0.2476
自助	0.2474
這樣一	0.2474
帶著	0.2474
個很	0.2474
真正的	0.2474
兒子	0.2473
的圖	0.2472
本書是	0.2468
上網	0.2467
比較方	0.2465
人感	0.2461
不理	-0.2454
我覺	0.2449
現金	-0.2445
也太	-0.2445
人都	0.2445
讀到	0.2443
也很方	0.2443
小時候	0.2443
特別是	0.2442
務意識	-0.2438
服務意識	-0.2438
屬於	0.2437
經常	0.2436
文學	0.2435
的速度	0.2435
關鍵	0.2435
分鐘才	-0.2433
麼評	-0.2433
不住這	-0.2433
後再也	-0.2433
級到	0.2429
女孩子	0.2429
一生	0.2429
那種	0.2425
決不	-0.2424
ctr	-0.2424
我覺得	0.2424
比較差	-0.2421
晚上1	-0.2421
ri	-0.2421
才買	-0.2421
1房間	-0.2421
很不舒服	-0.2421
沒收到	-0.2421
也是	0.2421
有意	0.2418
自己	0.2416
內容很	-0.2413
確認	-0.2413
對的	0.2411
的眼	0.2411
一小	-0.2408
一本好	0.2407
dm	0.2407
感覺還是	0.2407
錯很	0.2407
都很好	0.2407
本是	0.2407
看到這	0.2407
的位置	0.2407
們酒	-0.2407
每個人	0.2407
務很	0.2405
的同	0.2398
推薦給	0.2397
是她	0.2397
人性化	0.2397
薦給	0.2397
話到	-0.2395
授權	-0.2395
那些	0.2394
常有	0.2392
的想法	0.2392
so	0.2392
麗的	0.2392
有時候	0.2392
無論	0.2392
喜來登	0.2391
實不錯	0.2391
感悟	0.2391
友推	0.2391
的系統	0.2391
在其	0.2391
貨很	0.2391
熱還	0.2391
間乾淨	0.2391
喜來	0.2391
完這	0.2390
確實是	0.2390
都比較	0.2390
良好	0.2390
從中	0.2390
變化	0.2390
親切	0.2390
電話到	-0.2390
空洞	-0.2390
官網	0.2389
本子	0.2389
鬧中	0.2389
通很	0.2389
氣讀	0.2389
天早上	-0.2389
吸引	0.2381
也能	0.2380
了些	0.2380
有特	0.2380
顧客	-0.2379
住的房	-0.2379
房間隔	-0.2379
觀比	0.2378
kpad的	0.2378
麥克	0.2378
熱很好	0.2378
續航時間	0.2378
外觀時尚	0.2378
和感	0.2378
顯示效果	0.2378
航時	0.2378
愧是	0.2378
的l	0.2378
續航時	0.2378
樸實	0.2378
的硬盤	0.2378
外觀時	0.2378
pad的	0.2378
的要好	0.2378
很爽	0.2378
不愧是	0.2378
顯示效	0.2378
hp的	0.2378
高配	0.2378
散熱很好	0.2378
雖然沒	0.2378
價比比	0.2378
價比比較	0.2378
性價比比較	0.2378
模具	0.2378
預裝	0.2378
感不錯	0.2378
度也很快	0.2378
性價比比	0.2378
示效	0.2378
京東買	0.2378
首選	0.2378
東買	0.2378
航時間	0.2378
速度也很快	0.2378
觀時尚	0.2378
示效果	0.2378
的v	0.2378
至於	0.2377
比較方便	0.2375
不一樣	0.2368
個電	-0.2357
正版	0.2354
強的	0.2354
了解	0.2354
收穫	0.2354
房了	-0.2352
你們的	-0.2352
曾經	0.2350
收藏	0.2350
服務很	0.2348
當天	-0.2345
很是	0.2344
美好	0.2344
它的	0.2340
住了一	-0.2340
價格	0.2334
我最	0.2332
升級到	0.2332
身上	0.2332
高了	0.2332
常失	-0.2331
也很差	-0.2331
是我住過的最	-0.2331
于丹的	-0.2331
太失	-0.2328
看不下去	-0.2328
還沒到	-0.2328
常不好	-0.2328
排行	-0.2328
看到這本	0.2327
很實用	0.2327
也很方便	0.2327
神奇	0.2327
就到了	0.2327
還是很不	0.2327
對得	0.2327
可愛的	0.2327
一本好書	0.2327
跟著	0.2327
對人	0.2327
感很	0.2327
給您	-0.2326
間太小	-0.2325
店一	-0.2325
健康	0.2317
理解	0.2316
這個價格	0.2316
el	0.2314
讓人感	0.2314
步行	0.2314
讀起	0.2312
了一晚	-0.2311
上了	0.2310
看到	0.2309
比如	0.2306
出了	0.2306
打了	-0.2305
重視	-0.2305
不知道這	-0.2303
啟發	0.2296
想要	0.2296
挺不錯	0.2296
完這本	0.2296
本書後	0.2296
宣傳	-0.2294
tr	-0.2294
朋友	0.2289
這本	0.2289
是有	0.2288
傳統	0.2287
本小	0.2287
了不少	0.2287
常生	0.2287
讀過	0.2286
活動	0.2286
會讓	0.2286
和小	0.2285
挺不	0.2285
好奇	0.2285
書時	0.2285
書讓	0.2285
的速	0.2285
置還	0.2285
很吵	-0.2284
二天早	-0.2284
不愉	-0.2284
第二天早	-0.2284
不愉快	-0.2284
們酒店	-0.2284
這本書的	0.2284
定不會	-0.2281
一個房間	-0.2281
真不知道	-0.2281
房的時候	-0.2281
發黴	-0.2281
的看	0.2278
讀的	0.2278
走人	-0.2274
鐘後	-0.2274
勸大家	-0.2274
不要入住	-0.2274
勸大	-0.2274
如何	0.2273
店沒	-0.2270
合作	-0.2269
酒店我	-0.2268
容很	-0.2268
不開	-0.2268
店我	-0.2268
提供了	0.2267
總體來說還	0.2267
確實不錯	0.2267
友推薦	0.2267
do	0.2267
藝術	0.2267
盤的	0.2267
朋友推	0.2267
育孩子	0.2267
朋友推薦	0.2267
沒發現	0.2267
供了	0.2267
生命的	0.2267
育孩	0.2267
應該是	0.2267
錦江	-0.2264
恭維	-0.2264
回覆	-0.2264
們就	-0.2264
一進	-0.2263
會再去	-0.2263
角度	0.2262
身體	0.2262
不同的	0.2262
也非	0.2262
讀書	0.2262
樣一	0.2262
也非常	0.2262
家不要	-0.2261
大家不要	-0.2261
位置不	0.2256
充分	0.2255
是卻	0.2255
都很方便	0.2255
用著	0.2255
淡淡	0.2255
很合	0.2255
都很方	0.2255
口氣讀	0.2255
一口氣讀	0.2255
真的	0.2253
有機	0.2253
在前	-0.2245
訂房	-0.2245
時間	0.2244
實用	0.2239
傢俱	-0.2236
的毛	-0.2235
店環境	0.2235
故事的	0.2235
的描	0.2235
品質	0.2235
有更	0.2235
度很好	0.2235
店環	0.2235
語言	0.2234
送了	0.2228
g的內	0.2223
外觀比	0.2223
nkpad的	0.2223
感很好	0.2223
的認識	0.2223
的情感	0.2223
也很漂	0.2223
最深	0.2223
del	0.2223
功能齊全	0.2223
立顯卡	0.2223
教育方	0.2223
格合理	0.2223
錯值得	0.2223
的顯卡	0.2223
錯值	0.2223
中關	0.2223
能齊	0.2223
聯想的	0.2223
重裝	0.2223
手感很	0.2223
普的	0.2223
dmi	0.2223
散熱不錯	0.2223
價格合理	0.2223
g的內存	0.2223
不足的是	0.2223
示屏	0.2223
足的是	0.2223
hdm	0.2223
體積	0.2223
不錯的書	0.2223
hdmi	0.2223
不錯值得	0.2223
也很漂亮	0.2223
獨立顯卡	0.2223
對得起這	0.2223
識別	0.2223
對得起這個	0.2223
能齊全	0.2223
顯示屏	0.2223
獨立顯	0.2223
很全	0.2223
立顯	0.2223
得起這個	0.2223
功能齊	0.2223
在京東買	0.2223
不錯值	0.2223
育方	0.2223
比較大	0.2222
很多人	0.2222
好的酒	0.2222
詳細	0.2222
好的酒店	0.2222
服的	0.2222
務還	0.2219
讀起來	0.2213
熟悉	0.2213
我入	-0.2212
程網	-0.2212
說你	-0.2212
來登	0.2210
前買	0.2210
樣子	0.2210
不算	0.2209
顯得	0.2209
的特	0.2209
有房間	-0.2208
較大	0.2202
滿意的	0.2202
酒店沒	-0.2202
登記	-0.2197
話我	-0.2197
的因	0.2193
有機會	0.2193
買到	0.2193
以接	0.2193
這本書是	0.2190
為人	0.2185
經很	0.2185
好很多	0.2185
友買	0.2185
勇敢	0.2185
價比較	0.2185
的性價	0.2183
寶貝	0.2183
的非常	0.2183
的性價比	0.2183
寫出	0.2183
說我們	-0.2183
大家不	-0.2183
個價格	0.2182
圖片	0.2182
通過攜程訂	-0.2181
度差	-0.2181
非常不好	-0.2181
的毛巾	-0.2181
過攜程訂	-0.2181
要加	-0.2180
前臺小姐	-0.2180
臺小姐	-0.2180
有服	-0.2180
全新	0.2179
次看	0.2179
as	0.2179
多時	0.2179
現在的	0.2174
非常	0.2169
衛生間的	-0.2167
生間的	-0.2167
間我	-0.2167
最多	-0.2167
並不	0.2166
擔心	0.2165
錯我	0.2165
的總	0.2165
剛開	0.2165
中國的	0.2165
一直在	0.2162
直在	0.2162
高興	0.2162
酒店都	-0.2162
素質	-0.2162
不清楚	-0.2162
翻譯	0.2157
情的	0.2157
度還	0.2152
非常失	-0.2151
黑店	-0.2151
大失所	-0.2151
常失望	-0.2151
結算	-0.2151
幾頁就	-0.2151
度惡	-0.2151
這是我住過的	-0.2151
大失所望	-0.2151
又小	-0.2151
態度惡	-0.2151
非常失望	-0.2151
就算了	-0.2151
上當了	-0.2151
店實在	-0.2151
一起	0.2149
住的房間	-0.2149
點半	-0.2149
小心	-0.2149
的四星	-0.2149
有服務	-0.2149
了說	-0.2149
下水	-0.2149
作為	0.2148
性的	0.2147
存在	0.2145
在看	0.2145
間比較	0.2145
比比	0.2144
書值得	0.2144
平凡	0.2144
書值	0.2144
錯有	0.2144
觀察	0.2144
讀完了	0.2144
在香港	0.2144
在香	0.2144
本書讓	0.2144
沒有電	-0.2144
期待	0.2143
所的	-0.2142
要命	-0.2142
次遇	-0.2142
正的	0.2139
體會	0.2139
是覺得	0.2139
是可	0.2137
還是	0.2135
服務還	0.2134
操作	0.2134
臺小	-0.2134
有房	-0.2134
打電話到	-0.2132
預授	-0.2132
沒意	-0.2132
暢銷	-0.2132
能讓	0.2130
有這樣	0.2130
網線	-0.2130
法入	-0.2130
房的時	-0.2130
間隔	-0.2127
似乎	0.2126
的四	-0.2125
的小	0.2123
有關	0.2121
裝好	0.2121
臺式	0.2121
舊但	0.2121
的變	0.2121
成就	0.2121
強勁	0.2121
計很	0.2121
感慨	0.2121
錯下次	0.2121
不錯只	0.2121
略顯	0.2121
好看的	0.2121
交通很	0.2121
鬧中取	0.2121
比還是	0.2121
理性	0.2121
取靜	0.2121
貨很快	0.2121
有熱	-0.2119
價格便宜	0.2115
廣場	0.2115
酒店環境	0.2115
格便	0.2115
價格便	0.2115
格便宜	0.2115
最重	0.2115
酒店環	0.2115
股黴	-0.2115
我住過的最	-0.2115
分鐘後	-0.2115
後悔買	-0.2115
悔買	-0.2115
天的房	-0.2115
態度差	-0.2115
騙了	-0.2115
以後再也	-0.2115
吵得	-0.2115
股黴味	-0.2115
喜歡這	0.2113
歡這	0.2113
找到	0.2109
幫助	0.2101
前臺小	-0.2100
一步	0.2100
格也	0.2097
價格也	0.2097
追求	0.2096
很豐富	0.2095
看似	0.2095
mm	0.2095
了孩子	0.2095
對得起	0.2095
的外觀	0.2095
引導	0.2095
了孩	0.2095
是很	0.2092
還不	0.2092
住一	-0.2092
培訓	-0.2092
店沒有	-0.2091
為我	0.2091
找不到	-0.2089
現了	0.2086
又有	0.2081
識的	0.2081
只是	0.2077
的雖	0.2076
來說是	0.2076
講述	0.2076
完這本書	0.2076
以自	0.2076
朋友買	0.2076
已經很	0.2076
身邊的	0.2076
毫不	0.2076
置都	0.2076
真實的	0.2076
間比	0.2074
來自	0.2073
還算不	0.2073
是相	0.2072
er	0.2072
得還	0.2070
基礎	0.2070
以接受	0.2070
解的	0.2070
人感動	0.2069
常適	0.2069
美中不足的	0.2069
殺毒	0.2069
搶購	0.2069
常適合	0.2069
比較合理	0.2069
不錯散熱	0.2069
中不足的	0.2069
錯散熱	0.2069
非常適	0.2069
應付	0.2069
的神	0.2069
手感不錯	0.2069
2g的	0.2069
得起這個價	0.2069
g硬	0.2069
的學習	0.2069
s的	0.2069
錯散	0.2069
錯屏幕	0.2069
惠普的	0.2069
g硬盤	0.2069
風扇聲	0.2069
和孩子	0.2069
麥克風	0.2069
手感不	0.2069
還是會	0.2069
集成	0.2069
較均	0.2069
的活	0.2069
扇聲	0.2069
體性	0.2069
輕巧	0.2069
和孩	0.2069
款機	0.2069
得還是	0.2069
自信	0.2069
體感覺還是	0.2069
不錯散	0.2069
對得起這個價	0.2069
相對於	0.2069
不錯屏	0.2069
錯屏	0.2069
非常適合	0.2069
不錯屏幕	0.2069
克風	0.2069
幾乎沒	-0.2067
攜程網	-0.2067
裡了	-0.2064
天房	-0.2064
了前臺	-0.2064
公寓	-0.2064
有很	0.2064
們在	0.2059
終於	0.2059
中央	-0.2057
化的	0.2051
複雜	0.2043
為他	0.2043
的女兒	0.2043
人認	0.2043
人認為	0.2043
文章	0.2042
押金	-0.2040
房間都	-0.2040
千萬別	-0.2040
萬別	-0.2040
式的	0.2039
在這個	0.2039
國家	0.2039
一本書	0.2038
的真	0.2036
房間隔音	-0.2035
沒意思	-0.2035
本就沒	-0.2035
我打電	-0.2035
讓人失	-0.2035
問服務	-0.2035
竟然沒	-0.2035
務太	-0.2035
不要入	-0.2035
酒店說	-0.2035
澡水	-0.2035
服務太	-0.2035
奉勸	-0.2035
店說	-0.2035
無法入	-0.2035
問服	-0.2035
這點	0.2034
有那	0.2034
擾電話	-0.2023
擾電	-0.2023
到這	0.2022
的媽	0.2022
中取	0.2022
挺不錯的	0.2022
真的不錯	0.2022
較舒	0.2022
迫不及	0.2022
一共	-0.2020
房門	-0.2020
的內	0.2019
子還	0.2018
的非	0.2018
前看	0.2018
是每	0.2018
事的	0.2017
書上	0.2016
我認	0.2016
各方	0.2007
接觸	0.2007
風景	0.2007
得很	0.2006
浴巾	-0.2005
預授權	-0.2005
肯定不	-0.2005
沒到	-0.2005
深表歉	-0.2005
深表	-0.2005
糕的	-0.2005
我的房間	-0.2005
糟糕的	-0.2005
表歉意	-0.2005
表歉	-0.2005
深表歉意	-0.2005
桌子	-0.2004
了太	-0.2004
進房間	-0.2004
張愛	-0.2004
都還	0.1998
不建議	-0.1998
強烈建	-0.1998
我們酒	-0.1998
偏僻	-0.1998
強烈建議	-0.1998
烈建議	-0.1998
烈建	-0.1998
不建	-0.1998
該有	0.1996
是值	0.1996
是有點	0.1996
置比較	0.1996
有的	0.1990
買的	0.1989
接到	-0.1988
騷擾電話	-0.1988
房間一	-0.1988
騷擾電	-0.1988
真的很好	0.1988
細心	0.1988
小本	0.1988
枯燥	0.1988
錯外	0.1988
臺式機	0.1988
的指	0.1988
就行	0.1988
式機	0.1988
作系	0.1988
中取靜	0.1988
的命	0.1988
能都	0.1988
音響	0.1988
hos	0.1988
本中	0.1988
物超	0.1988
鬧中取靜	0.1988
友的	0.1985
一遍	0.1985
房間是	-0.1982
態度不	-0.1982
有很多	0.1982
是以	0.1981
候我	0.1981
那麼好	-0.1981
麼這	-0.1981
但卻	0.1981
ac	0.1981
一臺	0.1981
往的	0.1981
年級	0.1981
未來	0.1981
商場	0.1979
他是	0.1979
是覺	0.1977
的女	0.1977
一個人	0.1976
這本書	0.1974
點點	0.1974
酒店實在	-0.1972
常不滿	-0.1972
排行榜	-0.1972
行榜	-0.1972
這種酒店	-0.1972
對不會	-0.1972
態度惡劣	-0.1972
氣的是	-0.1972
種酒	-0.1972
絕對不會	-0.1972
服務員來	-0.1972
度惡劣	-0.1972
心理師	-0.1972
務員來	-0.1972
理師	-0.1972
色戒	-0.1972
種酒店	-0.1972
這種酒	-0.1972
非常不滿	-0.1972
店結	-0.1972
甚遠	-0.1972
還算不錯	0.1968
適中	0.1968
是會	0.1968
的自助	0.1968
通也	0.1968
交通也	0.1966
界的	0.1966
方向	0.1966
為它	0.1966
看完後	0.1966
的感情	0.1966
富的	0.1966
很快就	0.1966
的雖然	0.1966
奇的	0.1966
給孩子	0.1965
給孩	0.1965
中心	0.1963
等等	0.1962
不用	0.1958
千萬不要住	-0.1958
本就不	-0.1958
萬不要住	-0.1958
也不會住	-0.1958
說的	0.1956
對此	-0.1955
忍受	-0.1955
我入住	-0.1955
版的	0.1953
為一	0.1948
各方面	0.1948
很清	0.1948
住店	-0.1947
酒店沒有	-0.1945
求換	-0.1945
保安	-0.1945
要求換	-0.1945
了晚	-0.1945
直是	-0.1945
重新	0.1945
的結	0.1937
對我	0.1931
要的是	0.1927
或許	0.1927
推薦	0.1924
正是	0.1921
沒得	0.1921
最重要	0.1921
的情節	0.1921
讓我	0.1920
看完了	0.1920
個賓館	-0.1919
個賓	-0.1919
了晚上	-0.1919
的vista	0.1916
彼此	0.1916
攜帶方便	0.1916
藍色	0.1916
小點	0.1916
芯片	0.1916
器很	0.1916
的vi	0.1916
優雅	0.1916
帶方	0.1916
非常舒	0.1916
不錯而	0.1916
隨機	0.1916
0g硬盤	0.1916
帶方便	0.1916
務也很好	0.1916
攜帶方	0.1916
適合女孩	0.1916
個孩子	0.1916
京東送貨	0.1916
led屏幕	0.1916
也還不	0.1916
雖然沒有	0.1916
常舒	0.1916
手感很好	0.1916
也還不錯	0.1916
適合女孩子	0.1916
sony	0.1916
東送貨	0.1916
貼心	0.1916
方便服務	0.1916
比想象的	0.1916
單第二天	0.1916
合女孩	0.1916
0g硬	0.1916
的vis	0.1916
合女孩子	0.1916
難得的	0.1916
盤不	0.1916
ed屏幕	0.1916
比較均	0.1916
的vist	0.1916
走向	0.1916
性能還	0.1916
d屏幕	0.1916
顯存	0.1916
方便服	0.1916
娓娓	0.1916
最高的	0.1916
不錯而且	0.1916
服務也很好	0.1916
dell	0.1916
個孩	0.1916
音小	0.1916
果然	0.1915
同的	0.1914
水果	0.1914
類的	0.1914
日本	0.1911
文化	0.1909
說要	-0.1909
可惜	0.1905
錯了	0.1902
戰爭	0.1901
給自己	0.1901
給自	0.1901
卻又	0.1901
一代	0.1901
事中	0.1901
的關	0.1899
作家	0.1897
來讀	0.1897
次性	-0.1896
一次性	-0.1896
這個酒店的	-0.1896
一套	0.1896
免費	0.1894
時候我	0.1892
的方式	0.1892
讓人失望	-0.1890
次遇到	-0.1890
我打電話	-0.1890
店以	-0.1890
根本不是	-0.1890
隔音很	-0.1890
覺得很	0.1889
的讀	0.1889
實不	0.1889
一點都不	-0.1889
敢恭	-0.1889
不敢恭	-0.1889
愛玲	-0.1889
敢恭維	-0.1889
在前臺	-0.1889
簡直是	-0.1889
水龍頭	-0.1889
不敢恭維	-0.1889
張愛玲	-0.1889
水龍	-0.1889
值的	0.1883
了不過	0.1883
很多的	0.1883
位的	0.1883
完後	0.1883
的身	0.1883
置比	0.1883
本書我	0.1881
不提	-0.1878
江之	-0.1878
之星	-0.1878
江之星	-0.1878
錦江之星	-0.1878
定單	-0.1878
音太	-0.1878
沒有熱	-0.1878
您入住	-0.1878
錦江之	-0.1878
睡不	-0.1878
的書籍	0.1878
位於	0.1878
房型	-0.1877
店這	-0.1877
間隔音	-0.1877
收到書	-0.1877
還說	-0.1877
一晚上	-0.1877
特別	0.1877
麼會	-0.1873
人住	-0.1873
乎沒	-0.1873
不堪	-0.1868
賠償	-0.1868
什麼意思	-0.1868
頁就	-0.1868
麼意思	-0.1868
只住	-0.1868
服務員很	0.1867
喜歡上	0.1867
比想象中	0.1867
看到這本書	0.1867
歡上	0.1867
小黑	0.1867
務員很	0.1867
適合	0.1867
不實用	-0.1867
給攜	-0.1867
個服務員	-0.1867
無語	-0.1867
給攜程	-0.1867
不負責	-0.1867
我們酒店	-0.1867
我還	0.1864
獲得	0.1864
dv	0.1864
著這	0.1864
是有些	0.1864
們對	0.1864
各個	0.1864
過一	0.1863
sb	0.1858
dvd	0.1858
貼近	0.1858
母親	0.1858
階段	0.1858
個世	0.1858
預訂的	-0.1857
客的	-0.1857
沒問題	0.1857
的方法	0.1857
心和	0.1857
性價比還是	0.1857
系統很	0.1857
讀一讀	0.1857
子用	0.1857
設計很	0.1857
歡他	0.1857
起這個價	0.1857
威海	0.1857
喜歡他	0.1857
金屬	0.1857
不錯下次	0.1857
興奮	0.1857
統很	0.1857
有新	0.1857
物超所	0.1857
價比還是	0.1857
都很不錯	0.1857
物超所值	0.1857
很精緻	0.1857
錯只是	0.1857
很實惠	0.1857
不錯外	0.1857
樂觀	0.1857
用上	0.1857
眼前	0.1857
堅強	0.1857
唯一不	0.1857
態度很好	0.1853
過程中	0.1853
覺到	0.1853
的時候我	0.1853
麼差	-0.1842
點都不	-0.1842
個酒店的	-0.1842
異味	-0.1842
回事	-0.1842
圖書	0.1838
噹噹的	-0.1837
是四	-0.1837
勉強	-0.1837
噹的	-0.1837
四星級的	-0.1827
般般	-0.1827
店方	-0.1827
中央空調	-0.1827
一般般	-0.1827
央空調	-0.1827
退房的	-0.1827
中央空	-0.1827
央空	-0.1827
助餐	0.1825
自助餐	0.1825
我一直	0.1825
的閱	0.1825
顏色	0.1824
控制	0.1824
才知道	0.1824
年前	0.1824
不遠	0.1823
的時間	0.1817
書一	0.1813
號稱	-0.1808
居然還	-0.1808
典型	-0.1808
酒店這	-0.1808
氣味	-0.1808
早晨	-0.1808
讓他	0.1804
拿到書	0.1802
時還	0.1802
根本就不	-0.1802
昏暗	-0.1802
間門	-0.1802
失所	-0.1802
令人失	-0.1802
令人失望	-0.1802
不專	-0.1802
退了	-0.1802
水都	-0.1802
份證	-0.1802
酒店以	-0.1802
失所望	-0.1802
員來	-0.1802
竟然沒有	-0.1802
身份證	-0.1802
全不	-0.1801
不推荐	-0.8800
推荐	0.2400
不错	0.5200
满意	0.5800
后悔	-0.7600
